,品番,Year,Week_Number,基準在庫日数,基準在庫枚数,箱種類,A,B,C,収容数,納入便,社内LT（検収～回収LT）,日量数（箱数）,仕入先名,かんばん数
313,82821ECB010    ,2023,38,0.83,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,400.0,1.5,4.271,2.2075,石黒ゴム工業（株）,10
314,82821ECB010    ,2023,39,0.83,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,400.0,1.25,2.035,1.57625,石黒ゴム工業（株）,4
315,82821ECB020    ,2023,35,0.87,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.64,200.0,1.5454545454545454,4.542272727272728,4.726999999999999,石黒ゴム工業（株）,22
316,82821ECB020    ,2023,36,0.87,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.64,200.0,1.5238095238095237,4.100952380952381,4.1811904761904755,石黒ゴム工業（株）,21
317,82821ECB020    ,2023,37,0.87,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.64,200.0,1.5217391304347827,4.07391304347826,4.011086956521739,石黒ゴム工業（株）,23
318,82821ECB020    ,2023,38,0.87,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.64,200.0,1.5217391304347827,4.427826086956522,4.031521739130435,石黒ゴム工業（株）,23
319,82821ECB020    ,2023,39,0.87,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.64,200.0,1.4,2.597,3.0469999999999997,石黒ゴム工業（株）,10
320,82821ECB040    ,2023,35,0.83,1.0,ＴＰ３４２フタナシ,1.0,2.0,3.64,100.0,1.6111111111111112,3.388333333333333,4.125,石黒ゴム工業（株）,18
321,82821ECB040    ,2023,36,0.83,1.0,ＴＰ３４２フタナシ,1.0,2.0,3.64,100.0,1.5,2.42,3.6033333333333335,石黒ゴム工業（株）,18
322,82821ECB040    ,2023,37,0.83,1.0,ＴＰ３４２フタナシ,1.0,2.0,3.64,100.0,1.5,2.3794999999999997,3.464,石黒ゴム工業（株）,20
323,82821ECB040    ,2023,38,0.83,1.0,ＴＰ３４２フタナシ,1.0,2.0,3.64,100.0,1.4736842105263157,2.3573684210526316,3.6221052631578945,石黒ゴム工業（株）,19
324,82821ECB040    ,2023,39,0.83,1.0,ＴＰ３４２フタナシ,1.0,2.0,3.64,100.0,1.5,1.7857142857142858,3.3907142857142856,石黒ゴム工業（株）,14
325,82821ECB050    ,2023,35,0.83,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,100.0,1.5909090909090908,3.9377272727272725,9.45888888888889,石黒ゴム工業（株）,44
326,82821ECB050    ,2023,36,0.83,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,100.0,1.5476190476190477,3.3988095238095237,8.33595238095238,石黒ゴム工業（株）,42
327,82821ECB050    ,2023,37,0.83,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,100.0,1.4893617021276595,3.361489361702127,8.084468085106382,石黒ゴム工業（株）,47
328,82821ECB050    ,2023,38,0.83,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,100.0,1.511111111111111,3.4153333333333333,8.21111111111111,石黒ゴム工業（株）,45
329,82821ECB050    ,2023,39,0.83,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,100.0,1.44,2.5564,7.365600000000001,石黒ゴム工業（株）,25
330,82821ECE010    ,2023,35,1.07,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,50.0,1.5185185185185186,5.286296296296296,10.649090909090908,石黒ゴム工業（株）,54
331,82821ECE010    ,2023,36,1.07,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,50.0,1.489795918367347,5.085510204081633,9.210612244897959,石黒ゴム工業（株）,49
332,82821ECE010    ,2023,37,1.07,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,50.0,1.4901960784313726,5.167254901960784,9.16156862745098,石黒ゴム工業（株）,51
333,82821ECE010    ,2023,38,1.07,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,50.0,1.5098039215686274,5.131764705882352,9.109019607843138,石黒ゴム工業（株）,51
334,82821ECE010    ,2023,39,1.07,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,50.0,1.4666666666666666,3.7433333333333336,6.370666666666667,石黒ゴム工業（株）,15
335,82821XAE010    ,2023,35,0.87,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.64,100.0,1.5333333333333334,3.9868888888888887,9.45625,石黒ゴム工業（株）,45
336,82821XAE010    ,2023,36,0.87,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.64,100.0,1.488888888888889,3.565555555555555,8.367333333333333,石黒ゴム工業（株）,45
337,82821XAE010    ,2023,37,0.87,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.64,100.0,1.4680851063829787,3.6448936170212765,8.104042553191489,石黒ゴム工業（株）,47
338,82821XAE010    ,2023,38,0.87,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.64,100.0,1.5348837209302326,3.6927906976744183,7.980697674418604,石黒ゴム工業（株）,43
339,82821XAE010    ,2023,39,0.87,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.64,100.0,1.4583333333333333,2.6983333333333337,7.355,石黒ゴム工業（株）,24
340,82821XAE020    ,2023,35,0.81,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,400.0,1.5,5.9750000000000005,1.0425,石黒ゴム工業（株）,4
341,82821XAE020    ,2023,36,0.81,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,400.0,1.5,4.5525,0.98125,石黒ゴム工業（株）,4
342,82821XAE020    ,2023,37,0.81,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,400.0,1.2,4.046,0.761,石黒ゴム工業（株）,5
343,82821XAE020    ,2023,38,0.81,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,400.0,1.2,3.784,0.7655000000000001,石黒ゴム工業（株）,5
344,82821XAE020    ,2023,39,0.81,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,400.0,1.0,2.2250000000000005,1.01,石黒ゴム工業（株）,2
345,82824ECB010    ,2023,35,0.57,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.79,32.0,1.0,2.087333333333333,12.84375,矢崎総業（株）,60
346,82824ECB010    ,2023,36,0.57,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.79,32.0,1.0,1.515438596491228,11.417214912280702,矢崎総業（株）,57
347,82824ECB010    ,2023,37,0.57,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.79,32.0,1.0,1.3193548387096774,11.18649193548387,矢崎総業（株）,62
348,82824ECB010    ,2023,38,0.57,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.79,32.0,1.0,1.4471186440677966,10.989936440677965,矢崎総業（株）,59
349,82824ECB010    ,2023,39,0.57,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.79,32.0,1.0,1.0548148148148149,11.004050925925926,矢崎総業（株）,54
350,82824ECB020    ,2023,35,0.58,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.79,40.0,1.0,1.961282051282051,22.650000000000002,矢崎総業（株）,117
351,82824ECB020    ,2023,36,0.58,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.79,40.0,1.0,1.7963636363636364,21.017500000000002,矢崎総業（株）,110
352,82824ECB020    ,2023,37,0.58,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.79,40.0,1.0,1.8213793103448277,20.171120689655172,矢崎総業（株）,116
353,82824ECB020    ,2023,38,0.58,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.79,40.0,1.0,1.8819417475728155,20.00485436893204,矢崎総業（株）,103
354,82824ECB020    ,2023,39,0.58,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.79,40.0,1.0,1.250842105263158,19.74105263157895,矢崎総業（株）,95
355,82824ECE010    ,2023,35,0.36,1.0,ＴＰ３３２,1.0,1.0,3.25,45.0,1.0,2.522833333333333,10.877777777777778,住友電装（株）,60
356,82824ECE010    ,2023,36,0.36,1.0,ＴＰ３３２,1.0,1.0,3.25,45.0,1.0,1.970566037735849,10.50482180293501,住友電装（株）,53
357,82824ECE010    ,2023,37,0.36,1.0,ＴＰ３３２,1.0,1.0,3.25,45.0,1.0,2.1418072289156624,10.360642570281124,住友電装（株）,83
358,82824ECE010    ,2023,38,0.36,1.0,ＴＰ３３２,1.0,1.0,3.25,45.0,1.0,2.2018181818181817,10.125656565656566,住友電装（株）,55
359,82824ECE010    ,2023,39,0.36,1.0,ＴＰ３３２,1.0,1.0,3.25,45.0,1.0,1.020952380952381,9.765608465608466,住友電装（株）,42
360,9010506A003    ,2023,35,0.52,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2000.0,3.0,6.156666666666666,,（株）青山製作所,3
361,9010506A003    ,2023,36,0.52,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2000.0,5.5,7.8566666666666665,0.5266666666666667,（株）青山製作所,4
362,9010506A003    ,2023,37,0.52,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2000.0,3.6666666666666665,8.92,0.763,（株）青山製作所,3
363,9010506A003    ,2023,38,0.52,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2000.0,3.0,2.9600000000000004,0.75,（株）青山製作所,3
364,9010506A003    ,2023,39,0.52,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2000.0,6.0,2.3300000000000005,0.842,（株）青山製作所,1
365,9010506A089    ,2023,35,0.5,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1500.0,3.142857142857143,4.611428571428571,1.26,（株）青山製作所,7
366,9010506A089    ,2023,36,0.5,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1500.0,3.8,4.59,0.9551999999999999,（株）青山製作所,5
367,9010506A089    ,2023,37,0.5,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1500.0,3.4285714285714284,5.541666666666667,1.1722222222222223,（株）青山製作所,7
368,9010506A089    ,2023,38,0.5,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1500.0,4.0,5.2525,0.8973333333333333,（株）青山製作所,4
369,9010506A089    ,2023,39,0.5,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1500.0,2.6666666666666665,2.09,1.199111111111111,（株）青山製作所,3
370,9010508A014    ,2023,35,0.54,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500.0,3.4485714285714284,1.3290434782608695,62.004999999999995,（株）青山製作所,350
371,9010508A014    ,2023,36,0.54,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500.0,3.3693181818181817,1.2531976744186046,64.28752906976744,（株）青山製作所,352
372,9010508A014    ,2023,37,0.54,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500.0,3.4930747922437675,1.3925,61.057993827160495,（株）青山製作所,361
373,9010508A014    ,2023,38,0.54,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500.0,3.326984126984127,1.4495833333333332,59.9475641025641,（株）青山製作所,315
374,9010508A014    ,2023,39,0.54,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500.0,3.267148014440433,0.9789169675090251,60.296462093862814,（株）青山製作所,277
375,9010508A042    ,2023,35,0.53,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,300.0,3.3214285714285716,1.0642857142857143,4.109999999999999,（株）青山製作所,28
376,9010508A042    ,2023,36,0.53,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,300.0,3.121212121212121,0.8706060606060606,6.209090909090909,（株）青山製作所,33
377,9010508A042    ,2023,37,0.53,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,300.0,3.4722222222222223,1.1140625,5.898958333333333,（株）青山製作所,36
378,9010508A042    ,2023,38,0.53,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,300.0,3.032258064516129,1.396774193548387,5.685483870967742,（株）青山製作所,31
379,9010508A042    ,2023,39,0.53,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,300.0,2.608695652173913,0.8991304347826087,5.658695652173913,（株）青山製作所,23
380,9010512A018    ,2023,35,0.74,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,200.0,3.3236994219653178,1.2724561403508772,56.69672727272727,（株）青山製作所,346
381,9010512A018    ,2023,36,0.74,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,200.0,3.514018691588785,1.1786538461538463,58.7875,（株）青山製作所,321
382,9010512A018    ,2023,37,0.74,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,200.0,3.490566037735849,1.097777777777778,55.741875,（株）青山製作所,318
383,9010512A018    ,2023,38,0.74,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,200.0,3.328813559322034,1.077157894736842,56.32428070175439,（株）青山製作所,295
384,9010512A018    ,2023,39,0.74,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,200.0,3.2720588235294117,0.8843014705882353,55.61301470588235,（株）青山製作所,272
385,9011606048,2023,35,0.61,1.0,ＴＰ３３１フタナシ,1.0,2.0,1.06,3000.0,1.0,22.65,,（株）杉浦製作所,1
386,9011906908,2023,35,0.54,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2000.0,3.5,13.7975,0.6785,（株）青山製作所,4
387,9011906908,2023,36,0.54,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2000.0,3.6666666666666665,2.3533333333333335,0.452,（株）青山製作所,3
388,9011906908,2023,37,0.54,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2000.0,2.3333333333333335,2.5033333333333334,0.6386666666666666,（株）青山製作所,3
389,9011906908,2023,38,0.54,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2000.0,4.0,10.55,0.588,（株）青山製作所,1
390,9011906908,2023,39,0.54,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2000.0,2.0,1.98,0.6325,（株）青山製作所,1
391,9011906A065    ,2023,35,0.53,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1000.0,3.076923076923077,2.8366666666666664,2.835,（株）青山製作所,13
392,9011906A065    ,2023,36,0.53,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1000.0,3.4166666666666665,2.3175,2.5492500000000002,（株）青山製作所,12
393,9011906A065    ,2023,37,0.53,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1000.0,3.0714285714285716,2.34,2.4700714285714285,（株）青山製作所,14
394,9011906A065    ,2023,38,0.53,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1000.0,3.7857142857142856,1.9391666666666667,2.41175,（株）青山製作所,14
395,9011906A065    ,2023,39,0.53,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1000.0,2.875,1.75125,2.33025,（株）青山製作所,8
396,9014908A008    ,2023,35,0.52,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,800.0,3.1666666666666665,1.32,3.5475,（株）青山製作所,12
397,9014908A008    ,2023,36,0.52,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,800.0,2.9565217391304346,2.54,3.3496022727272727,（株）青山製作所,23
398,9014908A008    ,2023,37,0.52,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,800.0,3.3846153846153846,1.955,3.0106249999999997,（株）青山製作所,13
399,9014908A008    ,2023,38,0.52,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,800.0,3.526315789473684,2.385,2.9379166666666667,（株）青山製作所,19
400,9014908A008    ,2023,39,0.52,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,800.0,2.0,1.8762499999999998,2.94,（株）青山製作所,8
401,9015905A007    ,2023,35,0.53,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2000.0,3.0,3.0999999999999996,2.8349999999999995,（株）青山製作所,14
402,9015905A007    ,2023,36,0.53,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2000.0,3.230769230769231,3.3453846153846154,2.134846153846154,（株）青山製作所,13
403,9015905A007    ,2023,37,0.53,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2000.0,3.6666666666666665,3.700714285714286,2.4188571428571426,（株）青山製作所,15
404,9015905A007    ,2023,38,0.53,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2000.0,3.357142857142857,3.0608333333333335,2.42775,（株）青山製作所,14
405,9015905A007    ,2023,39,0.53,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2000.0,2.1666666666666665,1.7183333333333335,2.1990000000000003,（株）青山製作所,6
406,9015906A021    ,2023,35,0.52,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1200.0,3.53125,1.7293548387096773,5.316666666666667,（株）青山製作所,32
407,9015906A021    ,2023,36,0.52,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1200.0,3.3333333333333335,1.6628125,6.121458333333333,（株）青山製作所,33
408,9015906A021    ,2023,37,0.52,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1200.0,3.6470588235294117,1.7937931034482757,5.6066091954022985,（株）青山製作所,34
409,9015906A021    ,2023,38,0.52,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1200.0,3.1724137931034484,1.7985714285714285,5.680119047619049,（株）青山製作所,29
410,9015906A021    ,2023,39,0.52,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1200.0,3.2083333333333335,1.2695833333333333,5.515416666666667,（株）青山製作所,24
411,9015906A022    ,2023,35,0.51,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1500.0,3.4782608695652173,1.6337777777777778,9.455714285714285,（株）青山製作所,46
412,9015906A022    ,2023,36,0.51,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1500.0,3.3863636363636362,1.3858139534883722,8.65372093023256,（株）青山製作所,44
413,9015906A022    ,2023,37,0.51,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1500.0,3.6,1.651818181818182,8.100681818181819,（株）青山製作所,50
414,9015906A022    ,2023,38,0.51,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1500.0,3.2142857142857144,1.53725,8.037749999999999,（株）青山製作所,42
415,9015906A022    ,2023,39,0.51,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1500.0,3.3055555555555554,1.1730555555555555,7.896388888888889,（株）青山製作所,36
416,9015906A023    ,2023,35,0.52,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1300.0,3.5454545454545454,4.4479999999999995,2.1807692307692306,（株）青山製作所,11
417,9015906A023    ,2023,36,0.52,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1300.0,2.6363636363636362,3.2990000000000004,2.1117692307692306,（株）青山製作所,11
418,9015906A023    ,2023,37,0.52,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1300.0,3.769230769230769,4.235454545454545,2.047972027972028,（株）青山製作所,13
419,9015906A023    ,2023,38,0.52,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1300.0,3.6666666666666665,4.4087499999999995,2.025,（株）青山製作所,9
420,9015906A023    ,2023,39,0.52,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1300.0,3.0,2.695,1.521923076923077,（株）青山製作所,4
421,9020150A002    ,2023,35,0.73,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100.0,1.0,2.9557142857142855,,（株）ムロコーポレーション,18
422,9020150A002    ,2023,36,0.73,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100.0,1.0,2.4717647058823533,3.8117647058823527,（株）ムロコーポレーション,21
423,9020150A002    ,2023,37,0.73,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100.0,1.0,2.24,3.836666666666667,（株）ムロコーポレーション,20
424,9020150A002    ,2023,38,0.73,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100.0,1.0,2.026923076923077,3.226923076923077,（株）ムロコーポレーション,18
425,9020150A002    ,2023,39,0.73,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100.0,1.0,1.7136363636363638,3.521818181818182,（株）ムロコーポレーション,11
426,9020156A001    ,2023,35,0.75,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100.0,1.0,3.58,,（株）ムロコーポレーション,19
427,9020156A001    ,2023,36,0.75,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100.0,1.0,3.0364285714285715,3.4792857142857145,（株）ムロコーポレーション,19
428,9020156A001    ,2023,37,0.75,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100.0,1.0,2.8777777777777778,3.3855555555555554,（株）ムロコーポレーション,20
429,9020156A001    ,2023,38,0.75,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100.0,1.0,2.4150000000000005,3.455833333333333,（株）ムロコーポレーション,17
430,9020156A001    ,2023,39,0.75,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100.0,1.0,1.4908333333333335,3.8733333333333335,（株）ムロコーポレーション,12
431,9020156A002    ,2023,35,0.73,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100.0,1.0,3.2613636363636362,,（株）ムロコーポレーション,26
432,9020156A002    ,2023,36,0.73,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100.0,1.0,2.160526315789474,5.0063157894736845,（株）ムロコーポレーション,25
433,9020156A002    ,2023,37,0.73,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100.0,1.0,2.80375,4.35125,（株）ムロコーポレーション,28
434,9020156A002    ,2023,38,0.73,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100.0,1.0,2.3022222222222224,4.362222222222222,（株）ムロコーポレーション,23
435,9020156A002    ,2023,39,0.73,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100.0,1.0,1.5607142857142857,4.569999999999999,（株）ムロコーポレーション,14
436,9025006027,2023,35,0.62,3.0,ＴＰ１３１フタナシ,1.0,1.0,1.81,2000.0,1.0,8.79,0.4725,（株）水野鉄工所,3
437,9025006027,2023,36,0.62,3.0,ＴＰ１３１フタナシ,1.0,1.0,1.81,2000.0,1.0,12.4,0.43925000000000003,（株）水野鉄工所,4
438,9025006027,2023,37,0.62,3.0,ＴＰ１３１フタナシ,1.0,1.0,1.81,2000.0,1.0,14.305,0.42474999999999996,（株）水野鉄工所,4
439,9025006A007    ,2023,35,0.76,1.0,ＡＷ１３１フタナシ,1.0,2.0,3.8,200.0,1.6111111111111112,2.6988888888888893,,（株）ギフ加藤製作所,18
440,9025006A007    ,2023,36,0.76,1.0,ＡＷ１３１フタナシ,1.0,2.0,3.8,200.0,1.4782608695652173,2.494,2.9825000000000004,（株）ギフ加藤製作所,23
441,9025006A007    ,2023,37,0.76,1.0,ＡＷ１３１フタナシ,1.0,2.0,3.8,200.0,1.6470588235294117,2.2808333333333333,3.214166666666667,（株）ギフ加藤製作所,17
442,9025006A007    ,2023,38,0.76,1.0,ＡＷ１３１フタナシ,1.0,2.0,3.8,200.0,1.7333333333333334,1.8827272727272728,3.453636363636363,（株）ギフ加藤製作所,15
443,9025006A007    ,2023,39,0.76,1.0,ＡＷ１３１フタナシ,1.0,2.0,3.8,200.0,1.2857142857142858,1.6600000000000001,3.8007142857142857,（株）ギフ加藤製作所,14
444,9030106A018    ,2023,35,0.56,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,2000.0,1.6363636363636365,4.544545454545455,1.25325,ＮＯＫ（株）,11
445,9030106A018    ,2023,36,0.56,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,2000.0,1.6363636363636365,4.427272727272728,2.4711363636363637,ＮＯＫ（株）,11
446,9030106A018    ,2023,37,0.56,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,2000.0,1.5,3.266666666666667,2.135666666666667,ＮＯＫ（株）,12
447,9030106A018    ,2023,38,0.56,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,2000.0,1.4,3.339,2.0983,ＮＯＫ（株）,10
448,9030106A018    ,2023,39,0.56,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,2000.0,1.1428571428571428,2.9257142857142857,1.3609285714285713,ＮＯＫ（株）,7
449,9030111A014    ,2023,35,0.56,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000.0,1.4583333333333333,3.065,4.726999999999999,ＮＯＫ（株）,24
450,9030111A014    ,2023,36,0.56,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000.0,1.5909090909090908,2.9372727272727275,4.251363636363636,ＮＯＫ（株）,22
451,9030111A014    ,2023,37,0.56,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000.0,1.565217391304348,2.628695652173913,4.048260869565217,ＮＯＫ（株）,23
452,9030111A014    ,2023,38,0.56,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000.0,1.5909090909090908,2.6322727272727273,4.172045454545454,ＮＯＫ（株）,22
453,9030111A014    ,2023,39,0.56,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000.0,1.2666666666666666,1.864,3.2830000000000004,ＮＯＫ（株）,15
454,9030115A011    ,2023,35,0.56,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000.0,2.0,5.446,1.058,ＮＯＫ（株）,5
455,9030115A011    ,2023,36,0.56,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000.0,1.3333333333333333,4.778333333333333,1.0346666666666666,ＮＯＫ（株）,6
456,9030115A011    ,2023,37,0.56,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000.0,2.0,4.464,0.9612,ＮＯＫ（株）,5
457,9030115A011    ,2023,38,0.56,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000.0,1.75,4.88,1.0005,ＮＯＫ（株）,4
458,9030115A011    ,2023,39,0.56,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000.0,2.0,1.9000000000000001,0.517,ＮＯＫ（株）,2
459,9030117A010    ,2023,35,0.54,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000.0,1.3333333333333333,5.818333333333334,1.356,ＮＯＫ（株）,6
460,9030117A010    ,2023,36,0.54,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000.0,1.5714285714285714,6.102857142857142,1.2842857142857143,ＮＯＫ（株）,7
461,9030117A010    ,2023,37,0.54,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000.0,1.3333333333333333,4.673333333333334,1.2898333333333334,ＮＯＫ（株）,6
462,9030117A010    ,2023,38,0.54,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000.0,1.6,4.634,1.2466,ＮＯＫ（株）,5
463,9030117A010    ,2023,39,0.54,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000.0,1.3333333333333333,1.7566666666666666,0.906,ＮＯＫ（株）,3
464,9030119A010    ,2023,35,0.58,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000.0,1.3333333333333333,6.066666666666666,1.068,ＮＯＫ（株）,6
465,9030119A010    ,2023,36,0.58,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000.0,2.0,5.2875,0.979,ＮＯＫ（株）,4
466,9030119A010    ,2023,37,0.58,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000.0,1.25,3.8400000000000003,1.004,ＮＯＫ（株）,4
467,9030119A010    ,2023,38,0.58,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000.0,1.3333333333333333,2.69,0.8293333333333334,ＮＯＫ（株）,6
468,9030119A010    ,2023,39,0.58,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000.0,1.0,1.81,0.9590000000000001,ＮＯＫ（株）,2
469,9030119A011    ,2023,35,0.54,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,200.0,1.6111111111111112,2.946111111111111,4.1499999999999995,ＮＯＫ（株）,18
