="タイトル：かんばん手配品番一覧"

="ダウンロード日時：2023/07/12 13:19:36"

="手配担当工場：＜第１＞；手配担当整備室：＜第１工場＞；発注区分：＜かんばん＞；手配区分：＜仕入先手配：指定あり；仕入先直送：指定あり；仕入先支給：指定なし；他工場手配：指定なし；受給手配：指定なし；＞;品番上位桁：＜＞；仕入先ｺｰﾄﾞ：＜＞；"

="検索件数：＜  161＞；"
="IX000 処理が正常に完了しました；"

="品番",="加工図符号",="類別",="品名",="整備室",="整備室名",="手配区分",="工程内外製",="工程ｺｰﾄﾞ",="仕入先名/工場名",="発送場所",="発送場所名",="受給区分",="資材区分",="後工程内外製",="後工程ｺｰﾄﾞ",="後工程仕入先名/工場名",="受入場所",="受入場所名",="中継区分",="中継工場",="中継場所",="中継場所名","納入ｻｲｸﾙ.間隔","納入ｻｲｸﾙ.回数","納入ｻｲｸﾙ.情報","基準在庫.日数","基準在庫.枚数","MIN在庫日数","MAX在庫日数","便平均上限振れ率","便平均下限振れ率",="かんばん情報.仕入先",="かんばん情報.仕入先名",="かんばん情報.背番号",="かんばん情報.工場置場所",="かんばん情報.拠点置場所",="かんばん情報.品名略ｺｰﾄﾞ",="かんばん情報.品名略名",="かんばん情報.通箱ｺｰﾄﾞ",="かんばん情報.通箱名","かんばん情報.収容数",="かんばん情報.ｺﾝﾍﾞｱ区分",="かんばん情報.ﾌﾞﾛｯｸ区分",="かんばん情報.専用品区分",="かんばん情報.不良率","かんばん情報.保証率",="かんばん情報.設変符号",="かんばん情報.部品大別区分",="かんばん情報.部品大別名称",="かんばん情報.発注形態区分",="かんばん情報.発注形態名称",="かんばん情報.PLコード",="登録箱種",="縦(mm)",="横(mm)",="高(mm)",="容積(m3)",="総重量(Kg)",="パレタイズ発注",="箱数",="設定計画NO",="設定日",="設定担当部署コード",="担当部署名",="設定担当者コード",="担当者名"
="35679-0LC110",="",="","FLANGE, K-0 CLUTCH",="1Z",="第１工場",="手配",="Ｐ",="5607",="アイシン化工（株）",="01",="本社工場",="――",="――",="Ｍ",="01",="第１",="1Z",="安城第１工場",="直接",="",="",="","1","06","12.60","  1.39"," 1.0","  0.89","  0.89","1.10","0.50",="054",="アイシン化工（株）",="181",="R-T-9-4",="20058",="2929",="ﾌﾗﾝｼﾞ K-0 ｸﾗｯﾁ",="014",="TP-331 ﾊﾝﾖｳ","     20",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP331",=" 335.000",=" 335.000",=" 103.000",="   0.012",="   4.660",="しない",="",="MASTER01",="2022/12/12",="NE00",="１工工務Ｇ",="34103",="園　浩一"
="35679-0LC110",="",="","FLANGE, K-0 CLUTCH",="1Z",="第１工場",="手配",="Ｐ",="5607",="アイシン化工（株）",="03",="東端物流センター",="――",="――",="Ｍ",="01",="第１",="1Z",="安城第１工場",="直接",="",="",="","1","06","12.60","  2.05"," 1.0","  1.25","  1.25","1.10","0.50",="054",="アイシン化工（株）",="181",="R-T-9-4",="20058",="2929",="ﾌﾗﾝｼﾞK-0ｸﾗｯﾁ",="014",="TP-331 ﾊﾝﾖｳ","     20",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP331",=" 335.000",=" 335.000",=" 103.000",="   0.012",="   4.660",="しない",="",="MASTER01",="2022/12/12",="NE00",="１工工務Ｇ",="34103",="園　浩一"
="35679-0LC120",="",="","FLANGE, K-0 CLUTCH",="1Z",="第１工場",="手配",="Ｐ",="5607",="アイシン化工（株）",="01",="本社工場",="――",="――",="Ｍ",="01",="第１",="1Z",="安城第１工場",="直接",="",="",="","1","06","12.60","  1.39"," 1.0","  0.89","  0.89","1.10","0.50",="054",="アイシン化工（株）",="182",="R-T-9-5",="20059",="2929",="ﾌﾗﾝｼﾞ K-0 ｸﾗｯﾁ",="014",="TP-331 ﾊﾝﾖｳ","     20",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP331",=" 335.000",=" 335.000",=" 103.000",="   0.012",="   4.700",="しない",="",="MASTER01",="2022/12/12",="NE00",="１工工務Ｇ",="34103",="園　浩一"
="35679-0LC120",="",="","FLANGE, K-0 CLUTCH",="1Z",="第１工場",="手配",="Ｐ",="5607",="アイシン化工（株）",="03",="東端物流センター",="――",="――",="Ｍ",="01",="第１",="1Z",="安城第１工場",="直接",="",="",="","1","06","12.60","  2.05"," 1.0","  1.25","  1.25","1.10","0.50",="054",="アイシン化工（株）",="182",="R-T-9-5",="20059",="2929",="ﾌﾗﾝｼﾞK-0ｸﾗｯﾁ",="014",="TP-331 ﾊﾝﾖｳ","     20",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP331",=" 335.000",=" 335.000",=" 103.000",="   0.012",="   4.700",="しない",="",="MASTER01",="2022/12/12",="NE00",="１工工務Ｇ",="34103",="園　浩一"
="35679-0LC130",="",="","FLANGE, K-0 CLUTCH",="1Z",="第１工場",="手配",="Ｐ",="5607",="アイシン化工（株）",="01",="本社工場",="――",="――",="Ｍ",="01",="第１",="1Z",="安城第１工場",="直接",="",="",="","1","06","12.60","  1.39"," 1.0","  0.89","  0.89","1.10","0.50",="054",="アイシン化工（株）",="183",="R-T-9-6",="20060",="2929",="ﾌﾗﾝｼﾞ K-0 ｸﾗｯﾁ",="014",="TP-331 ﾊﾝﾖｳ","     20",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP331",=" 335.000",=" 335.000",=" 103.000",="   0.012",="   4.740",="しない",="",="MASTER01",="2022/12/12",="NE00",="１工工務Ｇ",="34103",="園　浩一"
="35679-0LC130",="",="","FLANGE, K-0 CLUTCH",="1Z",="第１工場",="手配",="Ｐ",="5607",="アイシン化工（株）",="03",="東端物流センター",="――",="――",="Ｍ",="01",="第１",="1Z",="安城第１工場",="直接",="",="",="","1","06","12.60","  2.05"," 1.0","  1.25","  1.25","1.10","0.50",="054",="アイシン化工（株）",="183",="R-T-9-6",="20060",="2929",="ﾌﾗﾝｼﾞK-0ｸﾗｯﾁ",="014",="TP-331 ﾊﾝﾖｳ","     20",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP331",=" 335.000",=" 335.000",=" 103.000",="   0.012",="   4.740",="しない",="",="MASTER01",="2022/12/12",="NE00",="１工工務Ｇ",="34103",="園　浩一"
="35679-0LC140",="",="","FLANGE, K-0 CLUTCH",="1Z",="第１工場",="手配",="Ｐ",="5607",="アイシン化工（株）",="01",="本社工場",="――",="――",="Ｍ",="01",="第１",="1Z",="安城第１工場",="直接",="",="",="","1","06","12.60","  1.39"," 1.0","  0.89","  0.89","1.10","0.50",="054",="アイシン化工（株）",="184",="R-T-9-7",="20061",="2929",="ﾌﾗﾝｼﾞ K-0 ｸﾗｯﾁ",="014",="TP-331 ﾊﾝﾖｳ","     20",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP331",=" 335.000",=" 335.000",=" 103.000",="   0.012",="   4.780",="しない",="",="MASTER01",="2022/12/12",="NE00",="１工工務Ｇ",="34103",="園　浩一"
="35679-0LC140",="",="","FLANGE, K-0 CLUTCH",="1Z",="第１工場",="手配",="Ｐ",="5607",="アイシン化工（株）",="03",="東端物流センター",="――",="――",="Ｍ",="01",="第１",="1Z",="安城第１工場",="直接",="",="",="","1","06","12.60","  2.05"," 1.0","  1.25","  1.25","1.10","0.50",="054",="アイシン化工（株）",="184",="R-T-9-7",="20061",="2929",="ﾌﾗﾝｼﾞK-0ｸﾗｯﾁ",="014",="TP-331 ﾊﾝﾖｳ","     20",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP331",=" 335.000",=" 335.000",=" 103.000",="   0.012",="   4.780",="しない",="",="MASTER01",="2022/12/12",="NE00",="１工工務Ｇ",="34103",="園　浩一"
="35679-0LC150",="",="","FLANGE, K-0 CLUTCH",="1Z",="第１工場",="手配",="Ｐ",="5607",="アイシン化工（株）",="01",="本社工場",="――",="――",="Ｍ",="01",="第１",="1Z",="安城第１工場",="直接",="",="",="","1","06","12.60","  1.39"," 1.0","  0.89","  0.89","1.10","0.50",="054",="アイシン化工（株）",="185",="R-T-9-8",="20062",="2929",="ﾌﾗﾝｼﾞ K-0 ｸﾗｯﾁ",="014",="TP-331 ﾊﾝﾖｳ","     20",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP331",=" 335.000",=" 335.000",=" 103.000",="   0.012",="   4.820",="しない",="",="MASTER01",="2022/12/12",="NE00",="１工工務Ｇ",="34103",="園　浩一"
="35679-0LC150",="",="","FLANGE, K-0 CLUTCH",="1Z",="第１工場",="手配",="Ｐ",="5607",="アイシン化工（株）",="03",="東端物流センター",="――",="――",="Ｍ",="01",="第１",="1Z",="安城第１工場",="直接",="",="",="","1","06","12.60","  2.05"," 1.0","  1.25","  1.25","1.10","0.50",="054",="アイシン化工（株）",="185",="R-T-9-8",="20062",="2929",="ﾌﾗﾝｼﾞK-0ｸﾗｯﾁ",="014",="TP-331 ﾊﾝﾖｳ","     20",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP331",=" 335.000",=" 335.000",=" 103.000",="   0.012",="   4.820",="しない",="",="MASTER01",="2022/12/12",="NE00",="１工工務Ｇ",="34103",="園　浩一"
="35679-0LC160",="",="","FLANGE, K-0 CLUTCH",="1Z",="第１工場",="手配",="Ｐ",="5607",="アイシン化工（株）",="01",="本社工場",="――",="――",="Ｍ",="01",="第１",="1Z",="安城第１工場",="直接",="",="",="","1","06","12.60","  1.39"," 1.0","  0.89","  0.89","1.10","0.50",="054",="アイシン化工（株）",="186",="R-T-9-9",="20063",="2929",="ﾌﾗﾝｼﾞ K-0 ｸﾗｯﾁ",="014",="TP-331 ﾊﾝﾖｳ","     20",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP331",=" 335.000",=" 335.000",=" 103.000",="   0.012",="   4.860",="しない",="",="MASTER01",="2022/12/12",="NE00",="１工工務Ｇ",="34103",="園　浩一"
="35679-0LC160",="",="","FLANGE, K-0 CLUTCH",="1Z",="第１工場",="手配",="Ｐ",="5607",="アイシン化工（株）",="03",="東端物流センター",="――",="――",="Ｍ",="01",="第１",="1Z",="安城第１工場",="直接",="",="",="","1","06","12.60","  2.05"," 1.0","  1.25","  1.25","1.10","0.50",="054",="アイシン化工（株）",="186",="R-T-9-9",="20063",="2929",="ﾌﾗﾝｼﾞK-0ｸﾗｯﾁ",="014",="TP-331 ﾊﾝﾖｳ","     20",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP331",=" 335.000",=" 335.000",=" 103.000",="   0.012",="   4.860",="しない",="",="MASTER01",="2022/12/12",="NE00",="１工工務Ｇ",="34103",="園　浩一"
="35679-0LC170",="",="","FLANGE, K-0 CLUTCH",="1Z",="第１工場",="手配",="Ｐ",="5607",="アイシン化工（株）",="01",="本社工場",="――",="――",="Ｍ",="01",="第１",="1Z",="安城第１工場",="直接",="",="",="","1","06","12.60","  1.39"," 1.0","  0.89","  0.89","1.10","0.50",="054",="アイシン化工（株）",="187",="R-T-9-10",="20064",="2929",="ﾌﾗﾝｼﾞ K-0 ｸﾗｯﾁ",="014",="TP-331 ﾊﾝﾖｳ","     20",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP331",=" 335.000",=" 335.000",=" 103.000",="   0.012",="   4.900",="しない",="",="MASTER01",="2022/12/12",="NE00",="１工工務Ｇ",="34103",="園　浩一"
="35679-0LC170",="",="","FLANGE, K-0 CLUTCH",="1Z",="第１工場",="手配",="Ｐ",="5607",="アイシン化工（株）",="03",="東端物流センター",="――",="――",="Ｍ",="01",="第１",="1Z",="安城第１工場",="直接",="",="",="","1","06","12.60","  2.05"," 1.0","  1.25","  1.25","1.10","0.50",="054",="アイシン化工（株）",="187",="R-T-9-10",="20064",="2929",="ﾌﾗﾝｼﾞK-0ｸﾗｯﾁ",="014",="TP-331 ﾊﾝﾖｳ","     20",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP331",=" 335.000",=" 335.000",=" 103.000",="   0.012",="   4.900",="しない",="",="MASTER01",="2022/12/12",="NE00",="１工工務Ｇ",="34103",="園　浩一"
="35394-50A010",="",="","MAGNET, OIL CLEANER",="1Z",="第１工場",="手配",="Ｐ",="6095",="ミズショー（株）",="01",="三河支店",="――",="――",="Ｍ",="01",="第１",="1Z",="安城第１工場",="直接",="",="",="","1","01"," 1.88","  1.36"," 2.0","  0.86","  0.86","1.10","0.50",="173",="ミズショー（株）",="204",="M-T-13-2",="20109",="0120",="ﾏｸﾞﾈﾂﾄ",="014",="TP-331 ﾊﾝﾖｳ","   2000",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="TP331ﾌﾀﾅｼ",=" 335.000",=" 335.000",=" 103.000",="   0.012",="   8.710",="しない",="",="MASTER01",="2023/05/26",="NE00",="１工工務Ｇ",="41943",="伊藤　真和"
="90250-06027",="",="","PIN, STRAIGHT",="1Z",="第１工場",="手配",="Ｐ",="6103",="（株）水野鉄工所",="01",="",="――",="――",="Ｍ",="01",="第１",="1Z",="安城第１工場",="直接",="",="",="","1","01"," 1.81","  1.35"," 2.0","  0.85","  0.85","1.10","0.50",="284",="水野鉄工（株）",="121",="M-T-10-1",="10003",="0434",="ﾋﾟﾝｽﾄﾚ-ﾄ",="012",="TP-131 ﾊﾝﾖｳ","   2000",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="ＴＰ１３１フタナシ",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   4.350",="しない",="",="MASTER01",="2022/12/12",="NE00",="１工工務Ｇ",="34103",="園　浩一"
="90250-10017",="",="","PIN, STRAIGHT",="1Z",="第１工場",="手配",="Ｐ",="6103",="（株）水野鉄工所",="01",="",="――",="――",="Ｍ",="01",="第１",="1Z",="安城第１工場",="直接",="",="",="","1","01"," 1.81","  1.35"," 3.0","  0.85","  0.85","1.10","0.50",="284",="水野鉄工（株）",="120",="M-T-2-1",="10002",="0434",="ﾋﾟﾝｽﾄﾚ-ﾄ",="012",="TP-131 ﾊﾝﾖｳ","    700",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="TP131",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   8.600",="しない",="",="MASTER01",="2022/12/12",="NE00",="１工工務Ｇ",="34103",="園　浩一"
="G1180-34010",="",="","CORE ASSY, MOTOR ROTOR",="1Z",="第１工場",="手配",="Ｐ",="6108",="（株）三井ハイテック",="01",="岡谷物流",="――",="――",="Ｍ",="01",="第１",="1Z",="安城第１工場",="直接",="",="",="","1","01"," 3.49","  1.75"," 1.0","  1.25","  1.25","1.10","0.50",="805",="（株）三井ハイテック",="118",="R-D-1-1",="97001",="0247","ｺｱASSY,ﾓｰﾀｰﾛｰﾀｰ",="153",="ﾊｰﾌAﾊﾟﾚ ﾊﾝﾖｳ","     24",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="その他",="1035.000",=" 845.000",=" 458.000",="   0.401",=" 167.440",="しない",="",="MASTER01",="2022/12/12",="NE00",="１工工務Ｇ",="34103",="園　浩一"
="1040 052 103H",="",="","PLUG, W/HEAD STRAIGHT SCREW",="1Z",="第１工場",="手配",="Ｐ",="6215",="ミヅホ工業（株）",="01",="",="――",="――",="Ｍ",="01",="第１",="1Z",="安城第１工場",="直接",="",="",="","1","01"," 1.81","  1.35"," 3.0","  0.85","  0.85","1.10","0.50",="056",="ミヅホ工業（株）",="205",="R-T-8-1",="20112",="0521",="ﾌﾟﾗｸﾞｳｲｽﾞﾍﾂﾄﾞｽﾄﾚ-ﾄｽｸﾘﾕ-",="014",="TP-331 ﾊﾝﾖｳ","   1000",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="TP331ﾌﾀﾅｼ",=" 335.000",=" 335.000",=" 103.000",="   0.012",="  13.790",="しない",="",="MASTER01",="2023/05/26",="NE00",="１工工務Ｇ",="41943",="伊藤　真和"
="39171-0LC010",="",="","COVER, MOTOR HOUSING",="1Z",="第１工場",="手配",="Ｐ",="8103",="リョービ（株）",="01",="西尾東",="――",="――",="Ｍ",="01",="第１",="1Z",="安城第１工場",="直接",="",="",="","1","06"," 4.56","  1.25","16.0","  0.75","  0.75","1.10","0.50",="615",="リョービ（株）",="206",="F-S-1-1",="70074",="9381",="ｶﾊﾞｰﾓｰﾀﾊｳｼﾞﾝｸﾞ",="141",="Fｺﾝ","      5",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="その他",=" 450.000",=" 345.000",=" 420.000",="   0.065",="  17.100",="しない",="",="MASTER01",="2022/12/12",="NE00",="１工工務Ｇ",="34103",="園　浩一"
="35617-0LC060",="",="","RING, SEAL",="1Z",="第１工場",="手配",="Ｐ",="8201",="（株）リケン",="01",="",="――",="――",="Ｍ",="01",="第１",="1Z",="安城第１工場",="直接",="",="",="","1","01"," 1.93","  1.36"," 3.0","  0.86","  0.86","1.10","0.50",="062",="（株）リケン",="114",="R-T-8-4",="10025",="1431",="ﾘﾝｸﾞｼｰﾙ",="012",="TP-131 ﾊﾝﾖｳ","    600",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="TP131",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   0.700",="しない",="",="MASTER01",="2022/12/12",="NE00",="１工工務Ｇ",="34103",="園　浩一"
="01912-0LC030",="",="","CAP, SHIPPING",="1Z",="第１工場",="手配",="Ｐ",="9045",="日進工業（株）",="01",="丸共通運",="――",="――",="Ｍ",="01",="第１",="1Z",="安城第１工場",="直接",="",="",="","1","01"," 0.98","  1.26"," 4.0","  0.76","  0.76","1.10","0.50",="085",="日進工業（株）",="234",="M-S-12-1",="30113",="9998",="ｷｬｯﾌﾟｼｯﾋﾟﾝｸﾞ",="016",="TP-332 ﾊﾝﾖｳ","     50",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="ＴＰ－３３２",=" 335.000",=" 335.000",=" 195.000",="   0.022",="   2.230",="しない",="",="MASTER01",="2022/12/12",="NE00",="１工工務Ｇ",="34103",="園　浩一"
="01912-0LC050",="",="","CAP, SHIPPING",="1Z",="第１工場",="手配",="Ｐ",="9045",="日進工業（株）",="01",="丸共通運",="――",="――",="Ｍ",="01",="第１",="1Z",="安城第１工場",="直接",="",="",="","1","01"," 0.98","  1.26"," 4.0","  0.76","  0.76","1.10","0.50",="085",="日進工業（株）",="235",="M-T-16-1",="20115",="9998",="ｷｬｯﾌﾟｼｯﾋﾟﾝｸﾞ",="014",="TP-331 ﾊﾝﾖｳ","    500",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="TP331",=" 335.000",=" 335.000",=" 103.000",="   0.012",="   0.960",="しない",="",="MASTER01",="2022/12/12",="NE00",="１工工務Ｇ",="34103",="園　浩一"
="3040 040 039Y",="",="","KEY, STRAIGHT",="1Z",="第１工場",="手配",="Ｐ",="9470",="サンコール（株）",="01",="豊田",="――",="――",="Ｍ",="01",="第１",="1Z",="安城第１工場",="直接",="",="",="","1","01"," 2.26","  1.39"," 2.0","  0.89","  0.89","1.10","0.50",="068",="サンコール（株）",="490",="V-T-2-2",="10098",="0401",="ｷ-ｽﾄﾚ-ﾄ",="052",="AW-131 ﾊﾝﾖｳ","   2000",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="AW131",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   3.420",="しない",="",="MASTER01",="2023/05/26",="NE00",="１工工務Ｇ",="41943",="伊藤　真和"
="90520-32A001",="",="","RING, SHAFT SNAP",="1Z",="第１工場",="手配",="Ｐ",="9470",="サンコール（株）",="01",="豊田",="――",="――",="Ｍ",="01",="第１",="1Z",="安城第１工場",="直接",="",="",="","1","01"," 2.26","  1.39"," 4.0","  0.89","  0.89","1.10","0.50",="068",="サンコール（株）",="196",="M-T-6-1",="20066",="1397",="ﾘﾝｸﾞｼﾔﾌﾄｽﾅﾂﾌﾟ",="052",="AW-131 ﾊﾝﾖｳ","   1000",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="ＴＰ１３１フタナシ",=" 335.000",=" 335.000",=" 103.000",="   0.012",="   4.700",="しない",="",="MASTER01",="2022/12/12",="NE00",="１工工務Ｇ",="34103",="園　浩一"
="90520-42A002",="",="","RING, SHAFT SNAP",="1Z",="第１工場",="手配",="Ｐ",="9470",="サンコール（株）",="01",="豊田",="――",="――",="Ｍ",="01",="第１",="1Z",="安城第１工場",="直接",="",="",="","1","01"," 2.26","  1.39"," 2.0","  0.89","  0.89","1.10","0.50",="068",="サンコール（株）",="195",="R-T-1-1",="20042",="1397",="ﾘﾝｸﾞｼﾔﾌﾄｽﾅﾂﾌﾟ",="052",="AW-131 ﾊﾝﾖｳ","    500",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="ＴＰ１３１フタナシ",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   4.200",="しない",="",="MASTER01",="2022/12/12",="NE00",="１工工務Ｇ",="34103",="園　浩一"
="35426-0LD010",="",="","(CA), K-0 CLUTCH PISTON",="1Z",="第１工場",="直送",="Ｐ",="3008",="ダイキャスト東和産業（株）",="01",="",="――",="――",="Ｐ",="0038",="（株）旭工業所",="01",="本社工場",="直接",="",="",="","1","01"," 1.00","  1.00"," 1.0","  1.00","  1.00","1.00","0.50",="032",="ダイキャスト東和産業（株）",="198",="CHOKUSOU",="",="4134",="K-0 ｸﾗｯﾁ ﾋﾟｽﾄﾝ",="004",="Bﾊﾟﾚ ﾊﾝﾖｳ","    150",="",="",="",="00"," 1.0",="",="",="",="",="",="",="",="   0.000",="   0.000",="   0.000",="   0.000",="   0.000",="しない",="",="20210701",="2021/06/07",="NE00",="１工工務Ｇ",="34884",="山本　悠"
="35668-0LD010",="",="","(CA), NO.1 CLUTCH BALANCER",="1Z",="第１工場",="直送",="Ｐ",="3008",="ダイキャスト東和産業（株）",="01",="",="――",="――",="Ｐ",="0038",="（株）旭工業所",="01",="本社工場",="直接",="",="",="","1","01"," 1.00","  1.00"," 1.0","  1.00","  1.00","1.00","0.50",="032",="ダイキャスト東和産業（株）",="199",="CHOKUSOU",="",="0701",="ﾊﾞﾗﾝｻ- ｸﾗﾂﾁ NO1",="004",="Bﾊﾟﾚ ﾊﾝﾖｳ","    500",="",="",="",="00"," 1.0",="",="",="",="",="",="",="",="   0.000",="   0.000",="   0.000",="   0.000",="   0.000",="しない",="",="20210701",="2021/06/07",="NE00",="１工工務Ｇ",="34884",="山本　悠"
="35471-0LD010",="",="","(CA), UPR VALVE BODY COVER",="1Z",="第１工場",="直送",="Ｐ",="3649",="（株）トウチュウ",="01",="トウチュウ",="――",="――",="Ｐ",="0038",="（株）旭工業所",="01",="本社工場",="直接",="",="",="","1","01"," 1.00","  1.00"," 1.0","  1.00","  1.00","1.00","0.50",="308",="㈱トウチュウ",="200",="CHOKUSOU",="",="2375",="ｱｯﾊﾟ ﾊﾞﾙﾌﾞ ﾎﾞﾃﾞｨ",="004",="Bﾊﾟﾚ ﾊﾝﾖｳ","    700",="",="",="",="00"," 1.0",="",="",="",="",="",="",="",="   0.000",="   0.000",="   0.000",="   0.000",="   0.000",="しない",="",="20210701",="2021/06/08",="NE00",="１工工務Ｇ",="34884",="山本　悠"
="32111-0LC010",="80",="","PLATE, DRIVEN",="1Z",="第１工場",="直送",="Ｐ",="7016",="山崎工業（株）",="02",="西尾工場",="――",="――",="Ｐ",="2038",="アイシン機工（株）",="01",="刈谷工場",="直接",="",="",="","1","01"," 1.00","  1.00"," 1.0","  1.00","  1.00","1.00","0.50",="050",="山崎工業（株）",="214",="CHOKUSOU",="",="2991",="ﾌﾟﾚｰﾄ ﾄﾞﾘﾌﾞﾝ",="069",="ｻﾝﾎﾞﾂｸｽ","      7",="",="",="",="00"," 1.0",="",="",="",="",="",="",="",="   0.000",="   0.000",="   0.000",="   0.000",="   0.000",="しない",="",="MASTER01",="2023/07/05",="NE00",="１工工務Ｇ",="39610",="青木　友洋"
="32111-8LA010",="80",="","PLATE, DRIVEN",="1Z",="第１工場",="直送",="Ｐ",="7016",="山崎工業（株）",="01",="刈谷工場",="――",="――",="Ｐ",="2038",="アイシン機工（株）",="01",="刈谷工場",="直接",="",="",="","1","01"," 1.00","  0.00"," 0.0","  0.00","  0.00","1.20","0.50",="050",="山崎工業（株）",="179",="CHOKUSOU",="",="0150",="ﾌﾟﾚ-ﾄ",="000",="","      1",="",="",="",="00"," 0.5",="",="",="",="",="",="",="",="   0.000",="   0.000",="   0.000",="   0.000",="   0.000",="しない",="",="MASTER01",="2023/07/05",="NE00",="１工工務Ｇ",="39610",="青木　友洋"
="35644-0LF030",="",="","(FO), ROTOR OUTER HUB",="1Z",="第１工場",="直送",="Ｐ",="1825",="（株）コタニ",="01",="丸共通運発行",="――",="――",="Ｐ",="2041",="（株）アイシン福井",="09",="矢放ＢＣ本社",="直接",="",="",="","1","01"," 1.00","  1.00"," 1.0","  1.00","  1.00","1.00","0.50",="220",="（株）コタニ",="106",="CHOKUSOU",="",="1214",="ﾛｰﾀ ｱｳﾀ ﾊﾌﾞ",="088",="TP-332.5ｾﾝﾖｳ","      3",="",="",="",="00"," 1.0",="",="",="",="",="",="",="",="   0.000",="   0.000",="   0.000",="   0.000",="   0.000",="しない",="",="MASTER01",="2021/09/09",="NE00",="１工工務Ｇ",="34884",="山本　悠"
="35631-0LC010",="80",="","HUB, K-0 CLUTCH",="1Z",="第１工場",="直送",="Ｐ",="3031",="太平洋工業（株）",="01",="養老工場",="――",="――",="Ｐ",="2041",="（株）アイシン福井",="09",="矢放ＢＣ本社",="直接",="",="",="","1","01"," 1.00","  1.00"," 1.0","  1.00","  1.00","1.00","0.50",="804",="太平洋工（株）",="231",="CHOKUSOU",="",="4235",="ﾊﾌﾞ K-0 ｸﾗｯﾁ",="018",="TP-342 ﾊﾝﾖｳ","     20",="",="",="",="00"," 1.0",="",="",="",="",="",="",="",="   0.000",="   0.000",="   0.000",="   0.000",="   0.000",="しない",="",="MASTER01",="2021/09/09",="NE00",="１工工務Ｇ",="34884",="山本　悠"
="35643-0LF010",="",="","(FO), ROTOR INNER HUB",="1Z",="第１工場",="直送",="Ｐ",="3810",="トーカイ（株）",="01",="",="――",="――",="Ｐ",="2041",="（株）アイシン福井",="09",="矢放ＢＣ本社",="直接",="",="",="","1","01"," 1.00","  1.00"," 1.0","  1.00","  1.00","1.00","0.50",="072",="トーカイ（株）",="202",="CHOKUSOU",="",="2318",="ﾛｰﾀ ｲﾝﾅｰ ﾊﾌﾞ",="091",="ｼﾞﾕｼﾊﾟﾚ ﾊﾝﾖｳ","    150",="",="",="",="00"," 1.0",="",="",="",="",="",="",="",="   0.000",="   0.000",="   0.000",="   0.000",="   0.000",="しない",="",="MASTER01",="2021/09/28",="NE00",="１工工務Ｇ",="34884",="山本　悠"
="35711-0LF040",="",="","(FO), HYBRID MODULE INPUT SHAFT",="1Z",="第１工場",="直送",="Ｐ",="3810",="トーカイ（株）",="01",="",="――",="――",="Ｐ",="2041",="（株）アイシン福井",="09",="矢放ＢＣ本社",="直接",="",="",="","1","01"," 1.00","  1.00"," 1.0","  1.00","  1.00","1.00","0.50",="072",="トーカイ（株）",="203",="CHOKUSOU",="",="4142",="ﾊｲﾌﾞﾘｯﾄﾞ ﾐﾄﾞﾙ ｲﾝﾌﾟｯﾄ ｼｬﾌﾄ",="091",="ｼﾞﾕｼﾊﾟﾚ ﾊﾝﾖｳ","    300",="",="",="",="00"," 1.0",="",="",="",="",="",="",="",="   0.000",="   0.000",="   0.000",="   0.000",="   0.000",="しない",="",="MASTER01",="2021/09/09",="NE00",="１工工務Ｇ",="34884",="山本　悠"
