,Unnamed: 0.1,計測日時,品番,拠点所番地,在庫数（箱）,入庫数（箱）,出庫数（箱）,Unnamed: 0
343,351,2023-12-11 01:00:00,01912TFA050    ,10118,10.0,0.0,0.0,
344,352,2023-12-11 01:00:00,0355045013U    ,10111,2.0,0.0,0.0,
345,353,2023-12-11 01:00:00,0355113017A    ,10001,1.0,0.0,0.0,
346,354,2023-12-11 01:00:00,0355141009R    ,10014,,,,
347,355,2023-12-11 01:00:00,0355183043P    ,20106,2.0,0.0,0.0,
348,356,2023-12-11 01:00:00,0355237001E    ,C0312,,,,
349,357,2023-12-11 01:00:00,1040043104R    ,10127,,,,
350,359,2023-12-11 01:00:00,1040052001Z    ,10017,3.0,0.0,0.0,
351,361,2023-12-11 01:00:00,1040052103H    ,20112,3.0,0.0,0.0,
352,362,2023-12-11 01:00:00,1040183004C    ,20086,2.0,0.0,0.0,
353,363,2023-12-11 01:00:00,1040183011P    ,20369,,,,
354,365,2023-12-11 01:00:00,1040183017V    ,20088,2.0,0.0,0.0,
355,366,2023-12-11 01:00:00,2030044001J    ,10412,2.0,0.0,0.0,
356,367,2023-12-11 01:00:00,2030045013L    ,20442,2.0,0.0,0.0,
357,368,2023-12-11 01:00:00,2030052002N    ,20363,3.0,0.0,0.0,
358,369,2023-12-11 01:00:00,2030113004A    ,10099,4.0,0.0,0.0,
359,370,2023-12-11 01:00:00,2030183013A    ,10087,2.0,0.0,0.0,
360,371,2023-12-11 01:00:00,3040040039Y    ,10098,3.0,0.0,0.0,
361,372,2023-12-11 01:00:00,3040052001B    ,20379,3.0,0.0,0.0,
362,374,2023-12-11 01:00:00,3040141002R    ,10507,,,,
363,375,2023-12-11 01:00:00,321110LC010    ,40081,76.0,0.0,0.0,
364,376,2023-12-11 01:00:00,321118LA010    ,40509,,,,
365,377,2023-12-11 01:00:00,333560LC020    ,30043,7.0,0.0,0.0,
366,378,2023-12-11 01:00:00,33490ECB010    ,30439,33.0,0.0,0.0,
367,379,2023-12-11 01:00:00,33490ECE010    ,30440,65.0,0.0,0.0,
368,380,2023-12-11 01:00:00,34989ECB010    ,10394,2.0,0.0,0.0,
369,381,2023-12-11 01:00:00,34989ECB020    ,10397,7.0,0.0,0.0,
370,382,2023-12-11 01:00:00,34989ECB030    ,10398,4.0,0.0,0.0,
371,383,2023-12-11 01:00:00,34989ECC010    ,10399,2.0,0.0,0.0,
372,384,2023-12-11 01:00:00,34989ECE010    ,10395,3.0,0.0,0.0,
373,385,2023-12-11 01:00:00,34989ECE020    ,10396,1.0,0.0,0.0,
374,386,2023-12-11 01:00:00,34989ECE030    ,10505,3.0,0.0,0.0,
375,387,2023-12-11 01:00:00,34989ECE040    ,10521,1.0,0.0,0.0,
376,388,2023-12-11 01:00:00,350610LC010    ,40030,216.0,0.0,0.0,
377,389,2023-12-11 01:00:00,350710LC010    ,30069,81.0,0.0,0.0,
378,390,2023-12-11 01:00:00,35080ECB010    ,30476,,,,
379,391,2023-12-11 01:00:00,35080ECE010    ,30472,,,,
380,392,2023-12-11 01:00:00,35080ECE020    ,30473,,,,
381,393,2023-12-11 01:00:00,351060LC040    ,50107,30.0,0.0,0.0,
382,394,2023-12-11 01:00:00,351190LC010    ,50079,31.0,0.0,0.0,
383,395,2023-12-11 01:00:00,35141ECB010    ,98004,16.0,0.0,0.0,
384,396,2023-12-11 01:00:00,35141ECE010    ,98006,28.0,0.0,0.0,
385,397,2023-12-11 01:00:00,35145ECB010    ,10447,6.0,0.0,0.0,
386,398,2023-12-11 01:00:00,35145ECE010    ,10449,5.0,0.0,0.0,
387,399,2023-12-11 01:00:00,35145ECE020    ,10494,4.0,0.0,0.0,
388,400,2023-12-11 01:00:00,35165ECE010    ,10492,3.0,0.0,0.0,
389,401,2023-12-11 01:00:00,351680LC030    ,50108,24.0,0.0,0.0,
390,402,2023-12-11 01:00:00,351710LC010    ,30072,55.0,0.0,0.0,
391,403,2023-12-11 01:00:00,351720LC010    ,10080,9.0,0.0,0.0,
392,404,2023-12-11 01:00:00,35174ECB010    ,30391,17.0,0.0,0.0,
393,405,2023-12-11 01:00:00,35174ECE010    ,30392,14.0,0.0,0.0,
394,406,2023-12-11 01:00:00,35174ECE020    ,20393,8.0,0.0,0.0,
395,407,2023-12-11 01:00:00,3519510A010    ,10479,3.0,0.0,0.0,
396,408,2023-12-11 01:00:00,35195ECE010    ,10450,4.0,0.0,0.0,
397,409,2023-12-11 01:00:00,35195TFG010    ,10448,3.0,0.0,0.0,
398,410,2023-12-11 01:00:00,351980LC020    ,20010,7.0,0.0,0.0,
399,411,2023-12-11 01:00:00,351980LC030    ,20011,11.0,0.0,0.0,
400,412,2023-12-11 01:00:00,351980LC040    ,20012,8.0,0.0,0.0,
401,413,2023-12-11 01:00:00,351988LA010    ,20508,1.0,0.0,0.0,
402,414,2023-12-11 01:00:00,351988LA020    ,10511,,,,
403,415,2023-12-11 01:00:00,351988LA030    ,20512,,,,
404,416,2023-12-11 01:00:00,351988LA040    ,10513,,,,
405,417,2023-12-11 01:00:00,35198ECE010    ,20434,5.0,0.0,0.0,
406,418,2023-12-11 01:00:00,352400LC020    ,40105,8.0,0.0,0.0,
407,419,2023-12-11 01:00:00,352450LC010    ,10097,4.0,0.0,0.0,
408,420,2023-12-11 01:00:00,35246TFG010    ,10093,2.0,0.0,0.0,
409,421,2023-12-11 01:00:00,35275TBG010    ,10101,6.0,0.0,0.0,
410,422,2023-12-11 01:00:00,352800LA010    ,40091,18.0,0.0,0.0,
411,423,2023-12-11 01:00:00,35300ECB010    ,40428,100.0,0.0,0.0,
412,424,2023-12-11 01:00:00,35312ECB010    ,20359,7.0,0.0,0.0,
413,425,2023-12-11 01:00:00,35352ECB010    ,20444,3.0,0.0,0.0,
414,426,2023-12-11 01:00:00,3539450A010    ,20109,2.0,0.0,0.0,
415,428,2023-12-11 01:00:00,35409ECB010    ,10437,4.0,0.0,0.0,
416,429,2023-12-11 01:00:00,354110LC030    ,30096,70.0,0.0,0.0,
417,430,2023-12-11 01:00:00,35419TRA010    ,10089,6.0,0.0,0.0,
418,431,2023-12-11 01:00:00,354210LC040    ,10094,6.0,0.0,0.0,
419,432,2023-12-11 01:00:00,354260LC010    ,30036,58.0,0.0,0.0,
420,433,2023-12-11 01:00:00,354320LC040    ,10104,9.0,0.0,0.0,
421,434,2023-12-11 01:00:00,35441ECB010    ,20141,20.0,0.0,0.0,
422,435,2023-12-11 01:00:00,35441TFA010    ,20140,6.0,0.0,0.0,
423,436,2023-12-11 01:00:00,354710LC010    ,30103,15.0,0.0,0.0,
424,437,2023-12-11 01:00:00,354820LC010    ,10085,6.0,0.0,0.0,
425,438,2023-12-11 01:00:00,3548255A010    ,10433,1.0,0.0,0.0,
426,439,2023-12-11 01:00:00,35482TFA010    ,10429,1.0,0.0,0.0,
427,440,2023-12-11 01:00:00,35501ECB010    ,20469,6.0,0.0,0.0,
428,441,2023-12-11 01:00:00,35505ECB010    ,10478,11.0,0.0,0.0,
429,442,2023-12-11 01:00:00,35556ECB010    ,10126,4.0,0.0,0.0,
430,443,2023-12-11 01:00:00,35557ECB010    ,10456,10.0,0.0,0.0,
431,444,2023-12-11 01:00:00,35580ECB011    ,50501,99.0,0.0,0.0,
432,445,2023-12-11 01:00:00,35595ECB010    ,20432,6.0,0.0,0.0,
433,446,2023-12-11 01:00:00,3559850A010    ,10421,4.0,0.0,0.0,
434,447,2023-12-11 01:00:00,356030LC020    ,30039,8.0,0.0,0.0,
435,448,2023-12-11 01:00:00,356170LC060    ,10025,7.0,0.0,0.0,
436,449,2023-12-11 01:00:00,356340LC020    ,30044,16.0,0.0,0.0,
437,450,2023-12-11 01:00:00,356340LC030    ,30045,5.0,0.0,0.0,
438,451,2023-12-11 01:00:00,356680LC020    ,30040,19.0,0.0,0.0,
439,452,2023-12-11 01:00:00,356790LC030    ,20050,1.0,0.0,0.0,
440,453,2023-12-11 01:00:00,356790LC040    ,20051,17.0,0.0,0.0,
441,454,2023-12-11 01:00:00,356790LC050    ,20052,38.0,0.0,0.0,
442,455,2023-12-11 01:00:00,356790LC060    ,20053,30.0,0.0,0.0,
443,456,2023-12-11 01:00:00,356790LC070    ,20054,1.0,0.0,0.0,
444,457,2023-12-11 01:00:00,357710LC031    ,30026,101.0,0.0,0.0,
445,458,2023-12-11 01:00:00,35771ECB010    ,40426,18.0,0.0,0.0,
446,459,2023-12-11 01:00:00,35771ECE010    ,40427,34.0,0.0,0.0,
447,460,2023-12-11 01:00:00,35782ECB010    ,20475,,,,
448,461,2023-12-11 01:00:00,35782ECE020    ,20471,,,,
449,462,2023-12-11 01:00:00,35782ECE030    ,20504,,,,
450,463,2023-12-11 01:00:00,357890LC160    ,40022,4.0,0.0,0.0,
451,464,2023-12-11 01:00:00,357890LC170    ,10067,3.0,0.0,0.0,
452,465,2023-12-11 01:00:00,357890LC180    ,10070,4.0,0.0,0.0,
453,466,2023-12-11 01:00:00,35847ECB010    ,30354,4.0,0.0,0.0,
454,467,2023-12-11 01:00:00,35847ECB020    ,30355,4.0,0.0,0.0,
455,468,2023-12-11 01:00:00,35847ECE010    ,30357,10.0,0.0,0.0,
456,469,2023-12-11 01:00:00,35847ECE020    ,30358,9.0,0.0,0.0,
457,470,2023-12-11 01:00:00,35882ECB010    ,30356,5.0,0.0,0.0,
458,471,2023-12-11 01:00:00,358830LC030    ,30046,12.0,0.0,0.0,
459,472,2023-12-11 01:00:00,358830LC040    ,30047,7.0,0.0,0.0,
460,473,2023-12-11 01:00:00,36108ECB010    ,30122,3.0,0.0,0.0,
461,474,2023-12-11 01:00:00,391710LC010    ,70074,25.0,0.0,0.0,
462,475,2023-12-11 01:00:00,391718LA010    ,70517,,,,
463,476,2023-12-11 01:00:00,39171ECB010    ,98003,10.0,0.0,0.0,
464,477,2023-12-11 01:00:00,39171ECE010    ,98005,17.0,0.0,0.0,
465,478,2023-12-11 01:00:00,41221ECB010    ,30477,,,,
466,479,2023-12-11 01:00:00,41221ECE010    ,30474,,,,
467,480,2023-12-11 01:00:00,41310ECB010    ,60123,108.0,0.0,0.0,
468,481,2023-12-11 01:00:00,41310ECE010    ,60124,108.0,0.0,0.0,
469,482,2023-12-11 01:00:00,5040043004E    ,10092,2.0,0.0,0.0,
470,483,2023-12-11 01:00:00,5040056001E    ,10430,7.0,0.0,0.0,
471,484,2023-12-11 01:00:00,821250LC030    ,50006,29.0,0.0,0.0,
472,485,2023-12-11 01:00:00,821258LA050    ,60515,,,,
473,486,2023-12-11 01:00:00,82125ECB010    ,30487,4.0,0.0,0.0,
474,487,2023-12-11 01:00:00,82125ECB020    ,50408,10.0,0.0,0.0,
475,488,2023-12-11 01:00:00,82125ECC020    ,50411,22.0,0.0,0.0,
476,489,2023-12-11 01:00:00,82125ECE010    ,30489,5.0,0.0,0.0,
477,490,2023-12-11 01:00:00,82125ECE020    ,30404,13.0,0.0,0.0,
478,491,2023-12-11 01:00:00,82125ECE030    ,30405,46.0,0.0,0.0,
479,492,2023-12-11 01:00:00,82125ECE040    ,30510,4.0,0.0,0.0,
480,493,2023-12-11 01:00:00,828210LC020    ,30119,9.0,0.0,0.0,
481,494,2023-12-11 01:00:00,82821CWA030    ,30462,7.0,0.0,0.0,
482,495,2023-12-11 01:00:00,82821ECB010    ,30463,3.0,0.0,0.0,
483,496,2023-12-11 01:00:00,82821ECB020    ,10458,8.0,0.0,0.0,
484,497,2023-12-11 01:00:00,82821ECB040    ,50465,4.0,0.0,0.0,
485,498,2023-12-11 01:00:00,82821ECB050    ,30466,11.0,0.0,0.0,
486,499,2023-12-11 01:00:00,82821ECE010    ,30467,22.0,0.0,0.0,
487,500,2023-12-11 01:00:00,82821HMA020    ,6-16 ,,,,
488,501,2023-12-11 01:00:00,82821XAE010    ,10461,15.0,0.0,0.0,
489,502,2023-12-11 01:00:00,82821XAE020    ,30457,2.0,0.0,0.0,
490,503,2023-12-11 01:00:00,82824ECB010    ,20486,8.0,0.0,0.0,
491,504,2023-12-11 01:00:00,82824ECB020    ,20490,13.0,0.0,0.0,
492,505,2023-12-11 01:00:00,82824ECE010    ,30455,9.0,0.0,0.0,
493,506,2023-12-11 01:00:00,9010506A003    ,20366,,,,
494,507,2023-12-11 01:00:00,9010506A089    ,20387,4.0,0.0,0.0,
495,508,2023-12-11 01:00:00,9010508A014    ,20073,20.0,0.0,0.0,
496,510,2023-12-11 01:00:00,9010508A042    ,20368,3.0,0.0,0.0,
497,511,2023-12-11 01:00:00,9010512A017    ,20082,9.0,0.0,0.0,
498,512,2023-12-11 01:00:00,9010512A018    ,20389,33.0,0.0,0.0,
499,513,2023-12-11 01:00:00,9011006031     ,20020,2.0,0.0,0.0,
500,514,2023-12-11 01:00:00,9011606048     ,20361,3.0,0.0,0.0,
501,515,2023-12-11 01:00:00,9011906908     ,20388,3.0,0.0,0.0,
502,516,2023-12-11 01:00:00,9011906A059    ,20110,4.0,0.0,0.0,
503,517,2023-12-11 01:00:00,9011906A062    ,20007,4.0,0.0,0.0,
504,518,2023-12-11 01:00:00,9011906A063    ,20078,3.0,0.0,0.0,
505,519,2023-12-11 01:00:00,9011906A065    ,20375,3.0,0.0,0.0,
506,520,2023-12-11 01:00:00,9011908A038    ,20076,15.0,0.0,0.0,
507,521,2023-12-11 01:00:00,9014860027     ,20367,3.0,0.0,0.0,
508,522,2023-12-11 01:00:00,9014906A004    ,20013,5.0,0.0,0.0,
509,523,2023-12-11 01:00:00,9014908A008    ,20382,1.0,0.0,0.0,
510,524,2023-12-11 01:00:00,9015905A007    ,20385,3.0,0.0,0.0,
511,525,2023-12-11 01:00:00,9015906A021    ,20383,4.0,0.0,0.0,
512,526,2023-12-11 01:00:00,9015906A022    ,20386,2.0,0.0,0.0,
513,527,2023-12-11 01:00:00,9015906A023    ,20384,3.0,0.0,0.0,
514,528,2023-12-11 01:00:00,9020150A002    ,10146,6.0,0.0,0.0,
515,529,2023-12-11 01:00:00,9020156A001    ,10145,5.0,0.0,0.0,
516,530,2023-12-11 01:00:00,9020156A002    ,10252,5.0,0.0,0.0,
517,531,2023-12-11 01:00:00,9025006027     ,10003,2.0,0.0,0.0,
518,533,2023-12-11 01:00:00,9025006A007    ,10125,,,,
519,534,2023-12-11 01:00:00,9025010017     ,10002,5.0,0.0,0.0,
520,535,2023-12-11 01:00:00,9030106A018    ,10416,7.0,0.0,0.0,
521,536,2023-12-11 01:00:00,9030111A013    ,10084,6.0,0.0,0.0,
522,537,2023-12-11 01:00:00,9030111A014    ,10417,4.0,0.0,0.0,
523,538,2023-12-11 01:00:00,9030115027     ,10016,3.0,0.0,0.0,
524,539,2023-12-11 01:00:00,9030115A011    ,10414,3.0,0.0,0.0,
525,540,2023-12-11 01:00:00,9030117A010    ,10418,3.0,0.0,0.0,
526,541,2023-12-11 01:00:00,9030119A010    ,10415,1.0,0.0,0.0,
527,542,2023-12-11 01:00:00,9030119A011    ,10413,4.0,0.0,0.0,
528,543,2023-12-11 01:00:00,9030132A005    ,10029,5.0,0.0,0.0,
529,544,2023-12-11 01:00:00,9030146A009    ,10037,3.0,0.0,0.0,
530,545,2023-12-11 01:00:00,9030199A223    ,10038,4.0,0.0,0.0,
531,546,2023-12-11 01:00:00,9030199A224    ,10041,4.0,0.0,0.0,
532,547,2023-12-11 01:00:00,9031132A003    ,50077,3.0,0.0,0.0,
533,548,2023-12-11 01:00:00,9031150A014    ,50419,6.0,0.0,0.0,
534,549,2023-12-11 01:00:00,9031150A015    ,50420,5.0,0.0,0.0,
535,550,2023-12-11 01:00:00,9031164A006    ,50024,6.0,0.0,0.0,
536,551,2023-12-11 01:00:00,9033106A003    ,10435,1.0,0.0,0.0,
537,552,2023-12-11 01:00:00,9033114006     ,20438,1.0,0.0,0.0,
538,553,2023-12-11 01:00:00,9033904A002    ,10436,2.0,0.0,0.0,
539,554,2023-12-11 01:00:00,9033904A003    ,10431,3.0,0.0,0.0,
540,555,2023-12-11 01:00:00,9034108A006    ,20362,3.0,0.0,0.0,
541,556,2023-12-11 01:00:00,9034108A010    ,20370,2.0,0.0,0.0,
542,557,2023-12-11 01:00:00,9034114A004    ,20371,2.0,0.0,0.0,
543,558,2023-12-11 01:00:00,9034118060     ,20451,6.0,0.0,0.0,
544,559,2023-12-11 01:00:00,9034118090     ,20364,5.0,0.0,0.0,
545,560,2023-12-11 01:00:00,9034118A024    ,10374,7.0,0.0,0.0,
546,561,2023-12-11 01:00:00,9036006004     ,40027,2.0,0.0,0.0,
547,562,2023-12-11 01:00:00,9036324A003    ,40481,9.0,0.0,0.0,
548,563,2023-12-11 01:00:00,9036324A004    ,40484,17.0,0.0,0.0,
549,564,2023-12-11 01:00:00,9036324A005    ,40482,16.0,0.0,0.0,
550,565,2023-12-11 01:00:00,9036340A010    ,40503,13.0,0.0,0.0,
551,566,2023-12-11 01:00:00,9036345A004    ,40443,11.0,0.0,0.0,
552,567,2023-12-11 01:00:00,9036366A001    ,40004,23.0,0.0,0.0,
553,568,2023-12-11 01:00:00,9036414A016    ,40028,4.0,0.0,0.0,
554,569,2023-12-11 01:00:00,9036435A004    ,10005,9.0,0.0,0.0,
555,570,2023-12-11 01:00:00,9036443A006    ,10075,11.0,0.0,0.0,
556,571,2023-12-11 01:00:00,9036628A005    ,40128,5.0,0.0,0.0,
557,572,2023-12-11 01:00:00,9036628A006    ,40130,3.0,0.0,0.0,
558,573,2023-12-11 01:00:00,9036628A007    ,40134,7.0,0.0,0.0,
559,574,2023-12-11 01:00:00,9036628A008    ,40132,4.0,0.0,0.0,
560,575,2023-12-11 01:00:00,9036630A017    ,40136,9.0,0.0,0.0,
561,576,2023-12-11 01:00:00,9036630A018    ,40497,12.0,0.0,0.0,
562,577,2023-12-11 01:00:00,9036652A003    ,40135,8.0,0.0,0.0,
563,578,2023-12-11 01:00:00,9036652A004    ,40133,6.0,0.0,0.0,
564,579,2023-12-11 01:00:00,9036658A001    ,40129,4.0,0.0,0.0,
565,580,2023-12-11 01:00:00,9036658A002    ,40131,7.0,0.0,0.0,
566,581,2023-12-11 01:00:00,9036659A009    ,40139,17.0,0.0,0.0,
567,582,2023-12-11 01:00:00,9036659A010    ,40137,16.0,0.0,0.0,
568,583,2023-12-11 01:00:00,9037414A001    ,40068,1.0,0.0,0.0,
569,584,2023-12-11 01:00:00,9037439A017    ,40023,4.0,0.0,0.0,
570,585,2023-12-11 01:00:00,9037460A001    ,10071,8.0,0.0,0.0,
571,586,2023-12-11 01:00:00,9046108A016    ,M0922,3.0,0.0,0.0,
572,587,2023-12-11 01:00:00,9050106A019    ,10090,6.0,0.0,0.0,
573,588,2023-12-11 01:00:00,9050119A022    ,20095,8.0,0.0,0.0,
574,589,2023-12-11 01:00:00,9050407A007    ,10100,5.0,0.0,0.0,
575,590,2023-12-11 01:00:00,9050411A003    ,10102,3.0,0.0,0.0,
576,591,2023-12-11 01:00:00,9050827A011    ,20400,3.0,0.0,0.0,
577,592,2023-12-11 01:00:00,9052032A001    ,20066,5.0,0.0,0.0,
578,593,2023-12-11 01:00:00,9052042A002    ,20042,3.0,0.0,0.0,
579,594,2023-12-11 01:00:00,9052199A309    ,20065,9.0,0.0,0.0,
580,595,2023-12-11 01:00:00,9052409A003    ,20401,2.0,0.0,0.0,
581,596,2023-12-11 01:00:00,9056042A001    ,20083,10.0,0.0,0.0,
582,597,2023-12-11 01:00:00,9056439A002    ,10254,1.0,0.0,0.0,
583,598,2023-12-11 01:00:00,9056439A004    ,10256,2.0,0.0,0.0,
584,599,2023-12-11 01:00:00,9056439A005    ,10257,14.0,0.0,0.0,
585,600,2023-12-11 01:00:00,9056439A006    ,10258,4.0,0.0,0.0,
586,601,2023-12-11 01:00:00,9056450A001    ,10147,3.0,0.0,0.0,
587,603,2023-12-11 01:00:00,9056450A002    ,10148,9.0,0.0,0.0,
588,604,2023-12-11 01:00:00,9056450A003    ,10149,13.0,0.0,0.0,
589,605,2023-12-11 01:00:00,9056451A081    ,10171,1.0,0.0,0.0,
590,606,2023-12-11 01:00:00,9056451A082    ,10172,3.0,0.0,0.0,
591,607,2023-12-11 01:00:00,9056451A083    ,10173,8.0,0.0,0.0,
592,608,2023-12-11 01:00:00,9056451A084    ,10174,8.0,0.0,0.0,
593,609,2023-12-11 01:00:00,9056451A085    ,10175,11.0,0.0,0.0,
594,610,2023-12-11 01:00:00,9056451A086    ,10176,11.0,0.0,0.0,
595,611,2023-12-11 01:00:00,9056451A087    ,10177,6.0,0.0,0.0,
596,612,2023-12-11 01:00:00,9056451A088    ,10178,3.0,0.0,0.0,
597,613,2023-12-11 01:00:00,9056451A089    ,10179,1.0,0.0,0.0,
598,614,2023-12-11 01:00:00,9056455A037    ,10222,1.0,0.0,0.0,
599,615,2023-12-11 01:00:00,9056455A038    ,10223,3.0,0.0,0.0,
600,616,2023-12-11 01:00:00,9056455A039    ,10224,8.0,0.0,0.0,
601,617,2023-12-11 01:00:00,9056455A040    ,10225,9.0,0.0,0.0,
602,618,2023-12-11 01:00:00,9056455A041    ,10226,10.0,0.0,0.0,
603,619,2023-12-11 01:00:00,9056455A042    ,10227,11.0,0.0,0.0,
604,620,2023-12-11 01:00:00,9056455A043    ,10228,9.0,0.0,0.0,
605,621,2023-12-11 01:00:00,9056455A044    ,10229,5.0,0.0,0.0,
606,622,2023-12-11 01:00:00,9056455A045    ,10230,3.0,0.0,0.0,
607,623,2023-12-11 01:00:00,9056455A046    ,10231,,,,
608,624,2023-12-11 01:00:00,9056457A129    ,10277,1.0,0.0,0.0,
609,625,2023-12-11 01:00:00,9056457A130    ,10278,3.0,0.0,0.0,
610,626,2023-12-11 01:00:00,9056457A131    ,10279,8.0,0.0,0.0,
611,627,2023-12-11 01:00:00,9056457A132    ,10280,2.0,0.0,0.0,
612,628,2023-12-11 01:00:00,9056457A133    ,10281,2.0,0.0,0.0,
613,629,2023-12-11 01:00:00,9056457A134    ,10282,7.0,0.0,0.0,
614,630,2023-12-11 01:00:00,9056457A135    ,10283,9.0,0.0,0.0,
615,631,2023-12-11 01:00:00,9056457A136    ,10284,4.0,0.0,0.0,
616,632,2023-12-11 01:00:00,9056457A137    ,10285,1.0,0.0,0.0,
617,633,2023-12-11 01:00:00,9056457A138    ,10286,1.0,0.0,0.0,
618,634,2023-12-11 01:00:00,9056457A141    ,10289,1.0,0.0,0.0,
619,635,2023-12-11 01:00:00,9056463A028    ,10325,1.0,0.0,0.0,
620,636,2023-12-11 01:00:00,9056463A029    ,10326,2.0,0.0,0.0,
621,637,2023-12-11 01:00:00,9056463A030    ,10327,5.0,0.0,0.0,
622,638,2023-12-11 01:00:00,9056463A031    ,10328,6.0,0.0,0.0,
623,639,2023-12-11 01:00:00,9056463A032    ,10329,6.0,0.0,0.0,
624,640,2023-12-11 01:00:00,9056463A033    ,10330,3.0,0.0,0.0,
625,641,2023-12-11 01:00:00,9056463A034    ,10331,3.0,0.0,0.0,
626,642,2023-12-11 01:00:00,9056463A035    ,10332,3.0,0.0,0.0,
627,643,2023-12-11 01:00:00,9056463A036    ,10333,3.0,0.0,0.0,
628,644,2023-12-11 01:00:00,9056463A037    ,10334,1.0,0.0,0.0,
629,645,2023-12-11 01:00:00,9093003179     ,20390,2.0,0.0,0.0,
630,646,2023-12-11 01:00:00,9094906A012    ,10480,3.0,0.0,0.0,
631,647,2023-12-11 01:00:00,9155180610     ,20018,2.0,0.0,0.0,
632,648,2023-12-11 01:00:00,9155180614     ,20377,3.0,0.0,0.0,
633,649,2023-12-11 01:00:00,9155180640     ,20381,4.0,0.0,0.0,
634,650,2023-12-11 01:00:00,9161140614     ,20378,7.0,0.0,0.0,
635,651,2023-12-11 01:00:00,9167180618     ,20376,6.0,0.0,0.0,
636,652,2023-12-11 01:00:00,9901400007     ,0110 ,2.0,0.0,0.0,
637,653,2023-12-11 01:00:00,9901400132     ,0111 ,1.0,0.0,0.0,
638,654,2023-12-11 01:00:00,9904900005     ,A0105,1.0,0.0,0.0,
639,655,2023-12-11 01:00:00,9915000040     ,0119 ,1.0,0.0,0.0,
640,656,2023-12-11 01:00:00,9915000049     ,C0216,1.0,0.0,0.0,
641,657,2023-12-11 01:00:00,9915000053     ,C0118,2.0,0.0,0.0,
642,658,2023-12-11 01:00:00,9923700029     ,C0205,1.0,0.0,0.0,
643,659,2023-12-11 01:00:00,G11040LC010****,99002,,,,
644,660,2023-12-11 01:00:00,G11170LC010    ,10034,14.0,0.0,0.0,
645,661,2023-12-11 01:00:00,G11340LC010    ,30031,21.0,0.0,0.0,
646,662,2023-12-11 01:00:00,G11370LC010    ,60032,26.0,0.0,0.0,
647,663,2023-12-11 01:00:00,G114434010     ,20019,101.0,0.0,0.0,
648,664,2023-12-11 01:00:00,G114434020     ,20514,,,,
649,665,2023-12-11 01:00:00,G1144ECB010    ,20452,50.0,0.0,0.0,
650,666,2023-12-11 01:00:00,G1144ECE010    ,20488,47.0,0.0,0.0,
651,667,2023-12-11 01:00:00,G115A34010     ,20021,34.0,0.0,0.0,
652,668,2023-12-11 01:00:00,G1163ECB010    ,20365,6.0,0.0,0.0,
653,669,2023-12-11 01:00:00,G1163ECE010    ,20372,18.0,0.0,0.0,
654,670,2023-12-11 01:00:00,G117234010     ,30035,11.0,0.0,0.0,
655,671,2023-12-11 01:00:00,G117334010     ,30008,34.0,0.0,0.0,
656,672,2023-12-11 01:00:00,G117334020     ,30516,1.0,0.0,0.0,
657,673,2023-12-11 01:00:00,G117362010     ,30468,47.0,0.0,0.0,
658,674,2023-12-11 01:00:00,G1174ECB010    ,50453,8.0,0.0,0.0,
659,675,2023-12-11 01:00:00,G1174ECE010    ,50454,14.0,0.0,0.0,
660,676,2023-12-11 01:00:00,G118034010     ,97001,28.0,0.0,0.0,
661,677,2023-12-11 01:00:00,G1250ECB010    ,30142,2.0,0.0,0.0,
662,678,2023-12-11 01:00:00,G1250ECC010    ,30144,4.0,0.0,0.0,
663,679,2023-12-11 01:00:00,G1250ECE010    ,30143,10.0,0.0,0.0,
664,680,2023-12-11 01:00:00,G9201ECB030    ,50495,26.0,0.0,0.0,
665,681,2023-12-11 01:00:00,G9201ECE010    ,50446,57.0,0.0,0.0,
666,682,2023-12-11 01:00:00,G9351ECB010    ,20409,19.0,0.0,0.0,
667,683,2023-12-11 01:00:00,G9351ECE010    ,20406,12.0,0.0,0.0,
668,684,2023-12-11 01:00:00,Y021720076*****,30121,,,,
669,685,2023-12-11 01:00:00,Y021782011*****,30496,,,,
670,686,2023-12-11 02:00:00,019120LC030    ,30113,11.0,0.0,0.0,
671,687,2023-12-11 02:00:00,019120LC050    ,20115,5.0,0.0,0.0,
672,688,2023-12-11 02:00:00,019120LC060    ,30116,10.0,0.0,0.0,
673,689,2023-12-11 02:00:00,019120LC070    ,20117,11.0,0.0,0.0,
674,690,2023-12-11 02:00:00,019128GA010    ,50460,26.0,0.0,0.0,
675,691,2023-12-11 02:00:00,01912ECB010    ,30464,7.0,0.0,0.0,
676,692,2023-12-11 02:00:00,01912ECB040    ,50491,30.0,0.0,0.0,
677,693,2023-12-11 02:00:00,01912ECB060    ,20459,1.0,0.0,0.0,
678,694,2023-12-11 02:00:00,01912TFA050    ,10118,10.0,0.0,0.0,
679,695,2023-12-11 02:00:00,0355045013U    ,10111,2.0,0.0,0.0,
680,696,2023-12-11 02:00:00,0355113017A    ,10001,1.0,0.0,0.0,
681,697,2023-12-11 02:00:00,0355141009R    ,10014,,,,
682,698,2023-12-11 02:00:00,0355183043P    ,20106,2.0,0.0,0.0,
683,699,2023-12-11 02:00:00,0355237001E    ,C0312,,,,
684,700,2023-12-11 02:00:00,1040043104R    ,10127,,,,
685,702,2023-12-11 02:00:00,1040052001Z    ,10017,3.0,0.0,0.0,
686,704,2023-12-11 02:00:00,1040052103H    ,20112,3.0,0.0,0.0,
